Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
856-12-2699,G,Sydney,Normal,Male,Fashion accessories,68.05,8,27.22,571.62,15/01/2019,10:11,Cash,544.4,4.76,27.22,6.9
676-89-5332,E,Seoul,Normal,Female,Fashion accessories,21.34,4,4.27,89.63,15/07/2019,16:35,Cash,85.36,4.76,4.27,8.8
902-27-2009,C,New York,Normal,Male,Electronic accessories,27.83,4,5.57,116.89,15/08/2019,20:22,Cash,111.32,4.76,5.57,7.5
135-17-4556,B,Naypyitaw,Member,Female,Fashion accessories,11.71,1,0.59,12.3,10/04/2019,20:56,Credit card,11.71,4.76,0.59,5.8
277-95-3817,D,Rome,Member,Male,Fashion accessories,63.1,8,25.24,530.04,16/09/2019,20:51,Ewallet,504.8,4.76,25.24,6.4
733-62-3134,J,Toronto,Member,Male,Sports and travel,51.22,4,10.24,215.12,27/06/2019,13:12,Cash,204.88,4.76,10.24,6.7
161-37-2469,G,Chicago,Normal,Male,Home and lifestyle,27.26,3,4.09,85.87,3/05/2019,9:45,Ewallet,81.78,4.76,4.09,6.0
349-29-3420,G,Naypyitaw,Member,Male,Health and beauty,51.12,2,5.11,107.35,23/05/2019,18:52,Credit card,102.24,4.76,5.11,7.6
660-40-1501,A,Madrid,Normal,Male,Fashion accessories,55.9,4,11.18,234.78,18/04/2019,16:26,Credit card,223.6,4.76,11.18,6.4
834-28-7152,D,Seoul,Member,Male,Health and beauty,65.58,2,6.56,137.72,13/08/2019,12:46,Credit card,131.16,4.76,6.56,8.7
263-15-6919,F,Berlin,Member,Male,Electronic accessories,60.22,10,30.11,632.31,7/04/2019,11:55,Cash,602.2,4.76,30.11,7.3
388-30-3995,J,Tokyo,Member,Male,Food and beverages,16.93,6,5.08,106.66,10/05/2019,11:55,Cash,101.58,4.76,5.08,8.8
105-63-6810,G,Bangkok,Normal,Male,Sports and travel,90.5,10,45.25,950.25,9/01/2019,11:52,Credit card,905.0,4.76,45.25,9.9
432-39-1137,D,Naypyitaw,Member,Female,Fashion accessories,56.78,10,28.39,596.19,19/05/2019,12:56,Credit card,567.8,4.76,28.39,6.5
897-28-7761,F,Dubai,Member,Male,Fashion accessories,10.14,7,3.55,74.53,10/07/2019,14:48,Ewallet,70.98,4.76,3.55,5.2
843-64-8124,E,Paris,Normal,Male,Fashion accessories,45.49,6,13.65,286.59,23/06/2019,9:41,Ewallet,272.94,4.76,13.65,7.1
562-67-4907,H,Dubai,Normal,Male,Food and beverages,59.42,7,20.8,436.74,27/06/2019,9:43,Cash,415.94,4.76,20.8,7.1
918-95-4458,H,Chicago,Normal,Male,Electronic accessories,52.14,5,13.04,273.74,3/02/2019,20:20,Ewallet,260.7,4.76,13.04,7.3
976-41-9610,I,Rome,Member,Female,Electronic accessories,86.08,7,30.13,632.69,8/08/2019,14:39,Ewallet,602.56,4.76,30.13,6.6
218-30-5693,H,Rome,Member,Female,Fashion accessories,62.05,10,31.03,651.53,10/01/2019,14:14,Credit card,620.5,4.76,31.03,6.4
981-96-6596,A,Seoul,Member,Male,Fashion accessories,40.85,6,12.26,257.36,21/03/2019,10:41,Cash,245.1,4.76,12.26,8.3
106-10-3572,F,Bangkok,Member,Female,Fashion accessories,86.62,5,21.66,454.76,19/07/2019,20:49,Cash,433.1,4.76,21.66,8.9
928-81-1812,F,Berlin,Member,Male,Electronic accessories,49.62,10,24.81,521.01,20/07/2019,20:13,Cash,496.2,4.76,24.81,5.2
504-45-9561,G,Rome,Normal,Male,Sports and travel,12.56,2,1.26,26.38,9/02/2019,10:59,Cash,25.12,4.76,1.26,9.8
463-90-2117,D,Madrid,Member,Female,Food and beverages,71.58,7,25.05,526.11,5/09/2019,17:50,Credit card,501.06,4.76,25.05,6.3
871-84-1418,C,Berlin,Member,Male,Sports and travel,47.62,7,16.67,350.01,9/05/2019,18:16,Ewallet,333.34,4.76,16.67,8.7
190-29-1215,G,Naypyitaw,Member,Male,Sports and travel,90.85,3,13.63,286.18,28/01/2019,16:14,Ewallet,272.55,4.76,13.63,10.0
940-13-3847,A,Yangon,Member,Female,Sports and travel,81.33,8,32.53,683.17,13/09/2019,9:27,Credit card,650.64,4.76,32.53,9.5
179-87-7860,J,Chicago,Normal,Male,Fashion accessories,86.43,4,17.29,363.01,7/06/2019,10:28,Ewallet,345.72,4.76,17.29,6.8
338-54-1629,H,Tokyo,Member,Male,Health and beauty,44.13,9,19.86,417.03,14/08/2019,10:27,Ewallet,397.17,4.76,19.86,9.0
594-77-1188,J,Sydney,Member,Male,Electronic accessories,34.45,2,3.45,72.35,3/05/2019,9:18,Ewallet,68.9,4.76,3.45,7.9
312-53-2509,C,Toronto,Member,Male,Home and lifestyle,74.06,5,18.52,388.82,8/09/2019,19:33,Credit card,370.3,4.76,18.52,8.9
539-15-3889,F,Madrid,Normal,Female,Home and lifestyle,42.17,8,16.87,354.23,27/01/2019,19:32,Cash,337.36,4.76,16.87,7.3
486-40-1575,C,Seoul,Normal,Female,Fashion accessories,65.03,4,13.01,273.13,16/04/2019,9:45,Credit card,260.12,4.76,13.01,5.7
851-90-6492,I,Seoul,Normal,Female,Health and beauty,91.43,3,13.71,288.0,2/02/2019,11:52,Cash,274.29,4.76,13.71,8.2
877-12-8850,J,Rome,Member,Female,Health and beauty,31.44,8,12.58,264.1,10/07/2019,19:57,Credit card,251.52,4.76,12.58,6.2
931-64-5561,F,London,Member,Male,Electronic accessories,21.1,8,8.44,177.24,3/08/2019,20:51,Credit card,168.8,4.76,8.44,8.8
136-47-2369,J,Bangkok,Member,Female,Sports and travel,47.21,3,7.08,148.71,28/09/2019,10:22,Credit card,141.63,4.76,7.08,8.1
876-68-1436,A,Bangkok,Member,Female,Food and beverages,62.16,4,12.43,261.07,6/02/2019,12:44,Ewallet,248.64,4.76,12.43,9.1
881-52-4472,A,Madrid,Member,Male,Fashion accessories,90.45,3,13.57,284.92,13/05/2019,11:44,Cash,271.35,4.76,13.57,6.8
558-86-1170,C,Kuala Lumpur,Normal,Male,Electronic accessories,96.98,7,33.94,712.8,26/07/2019,19:38,Cash,678.86,4.76,33.94,5.4
750-95-9275,H,Chicago,Member,Male,Health and beauty,12.45,1,0.62,13.07,17/03/2019,14:47,Cash,12.45,4.76,0.62,8.8
311-34-1935,E,New York,Member,Male,Sports and travel,39.9,3,5.98,125.68,20/07/2019,14:17,Ewallet,119.7,4.76,5.98,9.6
231-18-5381,A,Dubai,Member,Male,Electronic accessories,70.0,2,7.0,147.0,22/03/2019,18:53,Credit card,140.0,4.76,7.0,7.6
867-76-1189,D,Bangkok,Normal,Male,Sports and travel,77.92,10,38.96,818.16,11/04/2019,15:14,Ewallet,779.2,4.76,38.96,6.7
752-42-1837,J,Madrid,Normal,Male,Fashion accessories,92.76,5,23.19,486.99,23/04/2019,12:38,Ewallet,463.8,4.76,23.19,5.1
828-83-3123,F,Rome,Normal,Female,Electronic accessories,31.01,2,3.1,65.12,8/08/2019,15:47,Credit card,62.02,4.76,3.1,5.5
534-58-4926,J,Madrid,Member,Male,Electronic accessories,40.37,6,12.11,254.33,26/01/2019,20:46,Ewallet,242.22,4.76,12.11,6.5
102-63-1442,G,Sydney,Normal,Male,Food and beverages,47.6,10,23.8,499.8,8/07/2019,19:11,Credit card,476.0,4.76,23.8,6.2
276-77-6639,J,Yangon,Member,Male,Food and beverages,91.86,3,13.78,289.36,25/05/2019,11:48,Ewallet,275.58,4.76,13.78,7.3
327-31-8827,J,Rome,Normal,Male,Sports and travel,30.63,2,3.06,64.32,7/04/2019,15:58,Ewallet,61.26,4.76,3.06,6.0
200-34-4069,J,Dubai,Normal,Female,Health and beauty,60.45,7,21.16,444.31,2/05/2019,18:26,Credit card,423.15,4.76,21.16,6.2
437-27-6060,H,Rome,Normal,Female,Sports and travel,57.53,9,25.89,543.66,1/03/2019,13:39,Ewallet,517.77,4.76,25.89,6.0
340-44-2090,H,Toronto,Member,Female,Food and beverages,57.39,9,25.83,542.34,18/02/2019,19:39,Ewallet,516.51,4.76,25.83,5.8
790-83-5430,C,Chicago,Member,Male,Fashion accessories,38.71,7,13.55,284.52,11/03/2019,14:10,Credit card,270.97,4.76,13.55,7.7
134-86-5988,E,Naypyitaw,Normal,Female,Electronic accessories,86.42,6,25.93,544.45,26/06/2019,9:50,Cash,518.52,4.76,25.93,7.4
749-50-8632,D,Bangkok,Member,Female,Sports and travel,14.0,7,4.9,102.9,20/06/2019,17:53,Credit card,98.0,4.76,4.9,9.9
367-11-9324,C,Madrid,Member,Female,Health and beauty,99.87,7,34.95,734.04,2/02/2019,18:20,Ewallet,699.09,4.76,34.95,7.9
368-86-8444,E,Toronto,Member,Female,Sports and travel,95.52,4,19.1,401.18,28/05/2019,15:51,Cash,382.08,4.76,19.1,9.5
447-81-9024,F,Singapore,Member,Male,Sports and travel,89.72,1,4.49,94.21,10/06/2019,14:48,Ewallet,89.72,4.76,4.49,8.5
567-28-9806,A,Bangkok,Normal,Male,Food and beverages,16.46,4,3.29,69.13,27/09/2019,18:58,Cash,65.84,4.76,3.29,7.0
950-99-9273,C,Chicago,Member,Male,Electronic accessories,77.57,7,27.15,570.14,3/01/2019,14:18,Ewallet,542.99,4.76,27.15,5.6
530-92-7839,I,Singapore,Normal,Female,Electronic accessories,48.97,6,14.69,308.51,14/03/2019,14:14,Credit card,293.82,4.76,14.69,7.3
229-48-1271,B,Los Angeles,Member,Female,Health and beauty,66.0,9,29.7,623.7,8/05/2019,9:44,Cash,594.0,4.76,29.7,9.4
326-36-5528,G,Sydney,Member,Female,Food and beverages,10.35,7,3.62,76.07,2/09/2019,20:58,Ewallet,72.45,4.76,3.62,6.1
639-93-3027,F,London,Member,Female,Sports and travel,90.47,5,22.62,474.97,1/09/2019,17:19,Ewallet,452.35,4.76,22.62,6.5
855-25-8590,A,Bangkok,Member,Female,Food and beverages,72.38,5,18.09,379.99,28/03/2019,13:16,Cash,361.9,4.76,18.09,7.2
716-65-9768,J,Bangkok,Member,Male,Fashion accessories,88.71,5,22.18,465.73,27/07/2019,9:59,Ewallet,443.55,4.76,22.18,8.4
284-20-2927,H,Mexico City,Member,Female,Food and beverages,62.52,8,25.01,525.17,18/07/2019,9:48,Credit card,500.16,4.76,25.01,5.3
250-35-7327,H,Mexico City,Member,Male,Electronic accessories,10.84,9,4.88,102.44,9/02/2019,11:13,Credit card,97.56,4.76,4.88,7.2
794-19-7024,I,Toronto,Normal,Female,Fashion accessories,83.48,8,33.39,701.23,26/05/2019,16:25,Ewallet,667.84,4.76,33.39,7.4
299-78-7765,H,Berlin,Normal,Female,Home and lifestyle,16.22,10,8.11,170.31,4/08/2019,14:16,Ewallet,162.2,4.76,8.11,9.0
201-65-3382,C,Yangon,Member,Female,Electronic accessories,93.18,9,41.93,880.55,14/05/2019,16:33,Credit card,838.62,4.76,41.93,8.8
821-49-6783,A,Toronto,Member,Male,Sports and travel,22.74,4,4.55,95.51,18/01/2019,15:27,Cash,90.96,4.76,4.55,5.7
807-33-5702,F,Madrid,Normal,Female,Health and beauty,37.82,5,9.46,198.56,6/08/2019,16:34,Ewallet,189.1,4.76,9.46,5.2
323-30-4139,G,Toronto,Member,Female,Fashion accessories,74.25,5,18.56,389.81,20/02/2019,12:22,Ewallet,371.25,4.76,18.56,6.3
865-33-3389,G,Tokyo,Member,Female,Food and beverages,94.97,6,28.49,598.31,23/04/2019,12:58,Cash,569.82,4.76,28.49,7.5
518-51-7294,J,Singapore,Normal,Female,Fashion accessories,42.36,3,6.35,133.43,12/04/2019,17:14,Credit card,127.08,4.76,6.35,7.5
503-88-2922,H,Seoul,Normal,Female,Electronic accessories,31.04,10,15.52,325.92,21/04/2019,20:57,Cash,310.4,4.76,15.52,7.6
945-84-6167,F,Madrid,Normal,Female,Sports and travel,83.87,6,25.16,528.38,8/09/2019,10:11,Ewallet,503.22,4.76,25.16,6.3
180-10-6210,F,Bangkok,Normal,Female,Health and beauty,89.71,3,13.46,282.59,8/08/2019,10:13,Cash,269.13,4.76,13.46,7.3
461-99-6787,D,Seoul,Member,Female,Health and beauty,87.19,6,26.16,549.3,11/08/2019,17:22,Ewallet,523.14,4.76,26.16,6.5
715-67-8382,I,Bangkok,Member,Female,Home and lifestyle,95.37,9,42.92,901.25,28/01/2019,9:30,Ewallet,858.33,4.76,42.92,6.2
185-90-4782,J,Dubai,Member,Female,Electronic accessories,30.28,2,3.03,63.59,14/06/2019,12:35,Credit card,60.56,4.76,3.03,6.0
628-67-1224,H,Sydney,Normal,Male,Electronic accessories,47.52,6,14.26,299.38,13/06/2019,13:13,Cash,285.12,4.76,14.26,7.7
921-32-1492,J,Naypyitaw,Member,Male,Home and lifestyle,12.5,7,4.38,91.88,3/01/2019,15:20,Cash,87.5,4.76,4.38,8.6
225-48-3359,A,New York,Normal,Female,Health and beauty,96.46,6,28.94,607.7,22/07/2019,20:19,Credit card,578.76,4.76,28.94,8.9
680-29-7090,G,London,Normal,Female,Sports and travel,23.72,6,7.12,149.44,22/04/2019,9:18,Credit card,142.32,4.76,7.12,5.4
248-20-8495,J,Sydney,Member,Male,Fashion accessories,35.83,6,10.75,225.73,21/05/2019,10:11,Credit card,214.98,4.76,10.75,6.4
513-22-5064,F,Toronto,Member,Male,Sports and travel,15.36,9,6.91,145.15,19/08/2019,17:13,Ewallet,138.24,4.76,6.91,5.2
792-62-6562,E,Sydney,Normal,Female,Electronic accessories,74.98,5,18.75,393.65,19/02/2019,13:56,Ewallet,374.9,4.76,18.75,7.9
725-65-7435,I,Bangkok,Member,Male,Electronic accessories,29.96,6,8.99,188.75,16/09/2019,19:42,Cash,179.76,4.76,8.99,5.2
900-15-6177,B,Los Angeles,Normal,Female,Home and lifestyle,45.34,2,4.53,95.21,15/06/2019,20:45,Credit card,90.68,4.76,4.53,5.8
987-50-5726,I,Dubai,Normal,Female,Electronic accessories,21.21,5,5.3,111.35,20/09/2019,19:12,Ewallet,106.05,4.76,5.3,7.1
787-56-9307,D,Naypyitaw,Member,Male,Health and beauty,78.03,6,23.41,491.59,12/06/2019,16:14,Cash,468.18,4.76,23.41,5.1
928-20-2533,A,Los Angeles,Member,Female,Electronic accessories,94.41,8,37.76,793.04,16/09/2019,10:55,Ewallet,755.28,4.76,37.76,7.3
950-36-6540,A,Paris,Member,Female,Food and beverages,78.57,5,19.64,412.49,22/02/2019,11:45,Ewallet,392.85,4.76,19.64,5.8
799-63-2359,F,London,Normal,Male,Health and beauty,70.94,6,21.28,446.92,9/02/2019,10:49,Cash,425.64,4.76,21.28,8.4
158-48-4885,G,Toronto,Normal,Female,Food and beverages,22.02,1,1.1,23.12,21/08/2019,13:55,Ewallet,22.02,4.76,1.1,8.7
527-83-2600,B,Kuala Lumpur,Normal,Female,Food and beverages,30.03,9,13.51,283.78,17/03/2019,19:28,Ewallet,270.27,4.76,13.51,5.0
639-86-7796,B,Kuala Lumpur,Member,Male,Electronic accessories,61.21,10,30.61,642.71,8/01/2019,16:48,Ewallet,612.1,4.76,30.61,5.5
933-69-4524,E,Los Angeles,Normal,Male,Health and beauty,75.81,6,22.74,477.6,19/07/2019,10:55,Cash,454.86,4.76,22.74,5.9
677-77-6431,C,Naypyitaw,Member,Male,Health and beauty,83.51,7,29.23,613.8,19/09/2019,12:24,Cash,584.57,4.76,29.23,7.9
125-87-1932,D,Madrid,Member,Male,Food and beverages,12.2,10,6.1,128.1,28/05/2019,10:37,Credit card,122.0,4.76,6.1,7.3
769-78-2688,H,Bangkok,Normal,Female,Health and beauty,93.91,7,32.87,690.24,12/08/2019,17:26,Credit card,657.37,4.76,32.87,7.5
473-57-5603,J,Madrid,Member,Female,Fashion accessories,36.77,1,1.84,38.61,22/04/2019,10:39,Cash,36.77,4.76,1.84,8.4
757-35-5315,G,Paris,Normal,Male,Sports and travel,70.74,7,24.76,519.94,3/02/2019,13:27,Cash,495.18,4.76,24.76,9.3
315-90-8981,C,Kuala Lumpur,Member,Female,Electronic accessories,98.51,6,29.55,620.61,15/09/2019,12:49,Ewallet,591.06,4.76,29.55,7.1
638-98-3258,F,Seoul,Member,Female,Electronic accessories,58.84,7,20.59,432.47,28/01/2019,11:32,Cash,411.88,4.76,20.59,6.6
477-22-5752,B,Los Angeles,Member,Male,Sports and travel,75.97,5,18.99,398.84,21/02/2019,16:52,Ewallet,379.85,4.76,18.99,7.9
374-13-8178,A,Singapore,Normal,Male,Fashion accessories,39.0,5,9.75,204.75,7/09/2019,11:44,Credit card,195.0,4.76,9.75,7.5
935-36-7651,A,Singapore,Normal,Female,Electronic accessories,85.16,9,38.32,804.76,28/07/2019,15:28,Credit card,766.44,4.76,38.32,9.1
177-58-2711,A,Naypyitaw,Member,Female,Fashion accessories,90.85,6,27.25,572.35,23/03/2019,20:55,Ewallet,545.1,4.76,27.25,9.4
832-84-5905,F,Tokyo,Member,Male,Electronic accessories,11.49,8,4.6,96.52,27/01/2019,9:27,Credit card,91.92,4.76,4.6,7.2
403-10-8791,G,Chicago,Normal,Female,Health and beauty,60.52,10,30.26,635.46,26/06/2019,17:48,Ewallet,605.2,4.76,30.26,8.2
783-21-3069,A,Mexico City,Normal,Male,Sports and travel,28.68,9,12.91,271.03,11/07/2019,17:42,Ewallet,258.12,4.76,12.91,9.2
261-11-1025,E,Seoul,Member,Male,Home and lifestyle,23.7,9,10.66,223.96,9/05/2019,20:38,Credit card,213.3,4.76,10.66,7.6
528-38-9648,C,Rome,Member,Male,Sports and travel,31.03,5,7.76,162.91,28/05/2019,9:26,Ewallet,155.15,4.76,7.76,7.9
238-47-7700,B,Naypyitaw,Normal,Male,Home and lifestyle,85.35,8,34.14,716.94,27/03/2019,12:34,Cash,682.8,4.76,34.14,6.7
570-44-6906,B,Paris,Member,Female,Food and beverages,90.41,4,18.08,379.72,9/02/2019,10:13,Cash,361.64,4.76,18.08,7.5
576-35-6385,H,Sydney,Normal,Male,Food and beverages,63.94,5,15.98,335.68,16/03/2019,19:21,Cash,319.7,4.76,15.98,5.6
624-50-9098,F,Berlin,Normal,Male,Home and lifestyle,63.67,2,6.37,133.71,26/03/2019,16:30,Ewallet,127.34,4.76,6.37,7.5
798-99-1867,D,Bangkok,Member,Male,Fashion accessories,37.3,3,5.59,117.49,16/08/2019,14:44,Credit card,111.9,4.76,5.59,9.0
635-41-1429,E,Paris,Normal,Male,Fashion accessories,61.57,10,30.79,646.49,13/08/2019,13:30,Credit card,615.7,4.76,30.79,5.9
201-23-5128,A,Berlin,Member,Female,Home and lifestyle,93.31,2,9.33,195.95,4/05/2019,14:11,Ewallet,186.62,4.76,9.33,8.5
205-34-6963,A,Singapore,Normal,Female,Food and beverages,93.79,1,4.69,98.48,6/08/2019,16:42,Cash,93.79,4.76,4.69,8.7
606-49-4713,D,Mexico City,Normal,Male,Sports and travel,37.11,3,5.57,116.9,25/08/2019,17:51,Cash,111.33,4.76,5.57,6.2
791-87-1218,G,Rome,Member,Male,Food and beverages,78.88,5,19.72,414.12,19/06/2019,13:25,Credit card,394.4,4.76,19.72,5.6
239-97-4526,J,Dubai,Normal,Female,Home and lifestyle,98.55,1,4.93,103.48,26/01/2019,9:14,Cash,98.55,4.76,4.93,8.9
327-76-7639,C,Rome,Normal,Female,Electronic accessories,57.3,8,22.92,481.32,27/06/2019,17:15,Credit card,458.4,4.76,22.92,6.7
435-84-6412,J,London,Member,Female,Health and beauty,69.24,4,13.85,290.81,17/02/2019,12:11,Credit card,276.96,4.76,13.85,8.9
457-46-8605,D,Rome,Normal,Female,Fashion accessories,18.43,1,0.92,19.35,17/05/2019,14:20,Ewallet,18.43,4.76,0.92,7.6
886-94-6181,F,Mexico City,Normal,Male,Fashion accessories,41.29,3,6.19,130.06,10/01/2019,12:24,Ewallet,123.87,4.76,6.19,8.1
851-13-5420,J,Paris,Member,Female,Electronic accessories,11.92,3,1.79,37.55,6/08/2019,13:41,Credit card,35.76,4.76,1.79,7.6
382-35-3490,I,Bangkok,Normal,Male,Home and lifestyle,88.75,4,17.75,372.75,25/06/2019,18:48,Cash,355.0,4.76,17.75,8.0
488-43-1178,E,Bangkok,Member,Female,Electronic accessories,38.22,7,13.38,280.92,10/06/2019,15:29,Ewallet,267.54,4.76,13.38,8.0
780-17-2160,J,Berlin,Normal,Female,Fashion accessories,34.89,5,8.72,183.17,5/07/2019,17:58,Credit card,174.45,4.76,8.72,7.1
498-62-3852,F,Dubai,Member,Male,Home and lifestyle,98.73,8,39.49,829.33,4/01/2019,19:20,Cash,789.84,4.76,39.49,6.9
171-39-9024,B,Kuala Lumpur,Normal,Female,Health and beauty,45.6,2,4.56,95.76,16/05/2019,14:50,Cash,91.2,4.76,4.56,5.9
958-83-1693,D,Madrid,Member,Female,Health and beauty,52.71,4,10.54,221.38,24/09/2019,14:20,Credit card,210.84,4.76,10.54,5.8
969-23-1628,C,Yangon,Normal,Male,Fashion accessories,35.48,7,12.42,260.78,1/02/2019,18:38,Cash,248.36,4.76,12.42,6.3
569-24-4284,I,Tokyo,Member,Male,Electronic accessories,98.02,6,29.41,617.53,23/07/2019,14:42,Cash,588.12,4.76,29.41,5.1
989-92-3957,D,Toronto,Member,Male,Home and lifestyle,50.64,1,2.53,53.17,14/06/2019,16:30,Ewallet,50.64,4.76,2.53,5.2
477-62-7340,D,Chicago,Normal,Female,Electronic accessories,48.17,1,2.41,50.58,13/06/2019,17:18,Cash,48.17,4.76,2.41,6.9
512-88-5042,C,Chicago,Member,Male,Sports and travel,98.18,8,39.27,824.71,20/08/2019,18:30,Credit card,785.44,4.76,39.27,9.8
811-89-5376,F,Yangon,Normal,Female,Fashion accessories,89.35,9,40.21,844.36,5/08/2019,20:20,Cash,804.15,4.76,40.21,5.0
526-19-1126,I,Berlin,Member,Male,Health and beauty,55.27,7,19.34,406.23,9/07/2019,11:12,Ewallet,386.89,4.76,19.34,8.6
704-29-8480,I,Seoul,Normal,Male,Food and beverages,44.27,10,22.14,464.84,13/07/2019,13:21,Credit card,442.7,4.76,22.14,7.7
841-77-9005,J,Los Angeles,Member,Male,Health and beauty,20.36,1,1.02,21.38,19/09/2019,20:36,Ewallet,20.36,4.76,1.02,6.6
942-59-3819,B,New York,Member,Male,Fashion accessories,97.69,5,24.42,512.87,13/01/2019,14:56,Credit card,488.45,4.76,24.42,5.7
487-52-9686,I,Bangkok,Member,Female,Food and beverages,56.45,9,25.4,533.45,6/06/2019,16:24,Cash,508.05,4.76,25.4,9.2
106-28-5823,I,Yangon,Normal,Female,Electronic accessories,74.86,4,14.97,314.41,18/08/2019,12:14,Cash,299.44,4.76,14.97,6.3
771-44-9501,J,Chicago,Member,Male,Home and lifestyle,64.79,1,3.24,68.03,2/09/2019,17:32,Ewallet,64.79,4.76,3.24,5.0
174-79-1487,D,Mexico City,Normal,Female,Electronic accessories,63.21,4,12.64,265.48,1/09/2019,17:51,Ewallet,252.84,4.76,12.64,8.9
379-90-8976,F,Singapore,Normal,Male,Health and beauty,52.12,1,2.61,54.73,8/02/2019,15:57,Cash,52.12,4.76,2.61,7.1
315-52-2938,H,Berlin,Normal,Male,Sports and travel,76.79,6,23.04,483.78,26/03/2019,19:43,Ewallet,460.74,4.76,23.04,9.3
700-53-4233,G,New York,Normal,Female,Electronic accessories,56.33,10,28.16,591.46,9/08/2019,17:53,Cash,563.3,4.76,28.16,5.8
874-12-7107,H,London,Normal,Female,Fashion accessories,54.97,4,10.99,230.87,1/04/2019,18:44,Credit card,219.88,4.76,10.99,7.3
770-89-2965,H,Mexico City,Member,Female,Health and beauty,30.11,5,7.53,158.08,9/06/2019,9:50,Credit card,150.55,4.76,7.53,9.7
986-78-1392,J,Los Angeles,Member,Male,Health and beauty,41.51,3,6.23,130.76,27/08/2019,17:39,Credit card,124.53,4.76,6.23,5.1
626-70-3499,F,Naypyitaw,Member,Female,Food and beverages,10.42,10,5.21,109.41,6/05/2019,17:14,Credit card,104.2,4.76,5.21,5.4
298-74-2669,C,Bangkok,Member,Female,Fashion accessories,91.44,9,41.15,864.11,12/06/2019,19:30,Ewallet,822.96,4.76,41.15,5.9
147-33-3472,I,Sydney,Normal,Female,Sports and travel,16.8,7,5.88,123.48,22/04/2019,18:23,Cash,117.6,4.76,5.88,7.7
664-51-7229,D,Dubai,Normal,Female,Food and beverages,59.36,2,5.94,124.66,28/09/2019,14:25,Ewallet,118.72,4.76,5.94,8.0
470-56-7519,B,Rome,Normal,Female,Food and beverages,20.76,10,10.38,217.98,16/05/2019,18:39,Ewallet,207.6,4.76,10.38,7.0
791-20-7683,H,Yangon,Member,Female,Food and beverages,64.19,5,16.05,337.0,17/02/2019,15:41,Cash,320.95,4.76,16.05,8.0
241-16-4780,J,Berlin,Member,Female,Electronic accessories,28.49,2,2.85,59.83,16/01/2019,17:15,Cash,56.98,4.76,2.85,7.5
782-75-1744,G,Berlin,Normal,Male,Home and lifestyle,99.96,7,34.99,734.71,15/04/2019,12:44,Credit card,699.72,4.76,34.99,8.8
695-65-5703,I,Paris,Normal,Male,Food and beverages,38.87,5,9.72,204.07,8/03/2019,17:24,Ewallet,194.35,4.76,9.72,9.7
902-89-5608,H,Seoul,Member,Female,Electronic accessories,53.86,10,26.93,565.53,1/07/2019,10:59,Credit card,538.6,4.76,26.93,7.9
776-82-8302,F,Bangkok,Normal,Male,Sports and travel,86.07,3,12.91,271.12,15/09/2019,20:17,Credit card,258.21,4.76,12.91,9.2
145-50-1258,E,Madrid,Member,Male,Sports and travel,96.13,1,4.81,100.94,12/08/2019,17:15,Ewallet,96.13,4.76,4.81,5.8
348-65-3240,J,Bangkok,Normal,Female,Electronic accessories,54.94,10,27.47,576.87,9/01/2019,11:11,Credit card,549.4,4.76,27.47,7.6
385-24-9384,C,Madrid,Normal,Female,Sports and travel,31.84,10,15.92,334.32,25/04/2019,15:10,Cash,318.4,4.76,15.92,9.1
382-93-5598,B,Singapore,Member,Male,Home and lifestyle,42.41,9,19.08,400.77,28/05/2019,14:10,Credit card,381.69,4.76,19.08,7.8
119-67-7790,I,Los Angeles,Member,Female,Fashion accessories,50.82,6,15.25,320.17,13/07/2019,12:21,Ewallet,304.92,4.76,15.25,9.8
589-97-2688,D,Rome,Normal,Male,Electronic accessories,35.79,3,5.37,112.74,26/03/2019,14:33,Cash,107.37,4.76,5.37,5.4
746-43-6694,G,Los Angeles,Member,Female,Fashion accessories,48.78,10,24.39,512.19,25/09/2019,18:28,Ewallet,487.8,4.76,24.39,5.6
174-35-5581,B,Paris,Member,Female,Fashion accessories,73.68,2,7.37,154.73,2/06/2019,16:28,Ewallet,147.36,4.76,7.37,9.5
324-14-6909,E,Naypyitaw,Normal,Male,Electronic accessories,12.26,10,6.13,128.73,15/01/2019,11:55,Cash,122.6,4.76,6.13,6.6
514-23-5568,H,Sydney,Normal,Male,Home and lifestyle,83.28,2,8.33,174.89,21/03/2019,19:45,Credit card,166.56,4.76,8.33,6.4
658-20-6111,G,London,Member,Male,Electronic accessories,63.69,10,31.84,668.74,20/02/2019,19:51,Credit card,636.9,4.76,31.84,5.4
575-74-7079,I,London,Member,Female,Food and beverages,93.54,5,23.39,491.09,25/09/2019,20:22,Cash,467.7,4.76,23.39,5.6
824-27-5439,E,Madrid,Normal,Female,Sports and travel,30.81,4,6.16,129.4,8/02/2019,9:55,Credit card,123.24,4.76,6.16,5.3
766-50-6412,B,Yangon,Normal,Male,Food and beverages,82.43,8,32.97,692.41,3/02/2019,9:57,Credit card,659.44,4.76,32.97,5.7
745-18-9684,D,Yangon,Member,Female,Health and beauty,70.94,6,21.28,446.92,4/07/2019,19:32,Cash,425.64,4.76,21.28,6.7
187-70-2561,F,Paris,Member,Female,Electronic accessories,12.05,6,3.62,75.92,21/08/2019,9:16,Credit card,72.3,4.76,3.62,6.4
